#{"t_start": 1663577230.6982, "env_id": "RMSA-v0"}
r,l,t,episode_service_blocking_rate,episode_bit_rate_blocking_rate
13,50,117.835221,0.74,0.7433137638617091
17,50,117.874996,0.66,0.6922024623803009
16,50,117.913036,0.68,0.6964451313755796
12,50,117.943446,0.76,0.7572948849982836
7,50,117.965456,0.86,0.8565323565323565
11,50,117.992129,0.78,0.7759388924252069
9,50,118.017807,0.82,0.8473568970910228
11,50,118.047219,0.78,0.7671277997364954
12,50,118.076346,0.76,0.740979381443299
12,50,118.107139,0.76,0.8067061143984221
16,50,118.149363,0.68,0.7209762532981531
17,50,118.187068,0.66,0.6878960709759189
7,50,118.210827,0.86,0.8512035010940919
11,50,118.235572,0.78,0.7881892136185598
15,50,118.273235,0.7,0.7119354838709677
13,50,118.304332,0.74,0.7527777777777778
16,50,118.343798,0.68,0.7381429525718103
14,50,118.377737,0.72,0.6943313498277482
13,50,118.407917,0.74,0.7674490426189006
11,50,118.43545,0.78,0.8166894664842681
15,50,118.471252,0.7,0.6928064217351034
13,50,118.503513,0.74,0.7611129962673906
9,50,118.527838,0.82,0.8241653418124006
10,50,118.555576,0.8,0.7854588796185935
11,50,118.583403,0.78,0.7927512355848435
17,50,118.627426,0.66,0.7168258149489628
12,50,118.660291,0.76,0.8002414001207001
15,50,118.699601,0.7,0.7435664547381169
15,50,118.734791,0.7,0.7190167292591328
14,50,118.768507,0.72,0.715413771320278
19,50,118.810445,0.62,0.635407537248028
13,50,118.84492,0.74,0.7542955326460481
18,50,118.886788,0.64,0.6438547486033519
11,50,118.915498,0.78,0.8021745696164301
14,50,118.950269,0.72,0.7443489334606813
10,50,118.976523,0.8,0.8078725398313027
19,50,119.018077,0.62,0.7004862236628849
14,50,119.052013,0.72,0.7739288969917958
11,50,119.080536,0.78,0.7709531013615734
12,50,119.111213,0.76,0.7913561847988078
18,50,119.148823,0.64,0.6183590066016976
10,50,119.175738,0.8,0.7897106109324759
18,50,119.2195,0.64,0.6673366834170854
12,50,119.247591,0.76,0.7872148859543817
12,50,119.277013,0.76,0.7382133995037221
11,50,119.306885,0.78,0.8087532180948879
12,50,119.340374,0.76,0.7882238126219909
15,50,119.377386,0.7,0.6969901927629354
14,50,119.414223,0.72,0.7488846398980242
12,50,119.446416,0.76,0.7702473737716028
8,50,119.46684,0.84,0.8097003398208218
9,50,119.492357,0.82,0.8286525717892079
15,50,119.527058,0.7,0.7543576500968366
13,50,119.561298,0.74,0.7415994623655914
15,50,119.598466,0.7,0.7066227150134852
11,50,119.627428,0.78,0.7635467980295566
9,50,119.65228,0.82,0.8046901172529313
10,50,119.679755,0.8,0.829612606697308
11,50,119.710746,0.78,0.7693401592718999
9,50,119.734282,0.82,0.8404984423676013
13,50,119.767243,0.74,0.7516105941302792
7,50,119.791091,0.86,0.8442346594740391
13,50,119.822495,0.74,0.7448979591836735
14,50,119.857896,0.72,0.7524196066187949
15,50,119.897261,0.7,0.7345385347288297
12,50,119.929689,0.76,0.8215189873417722
14,50,119.964007,0.72,0.7753290480563207
15,50,119.997995,0.7,0.7052832590706556
15,50,120.035713,0.7,0.7286346612189308
12,50,120.069798,0.76,0.7977099236641222
16,50,120.108073,0.68,0.6839218375042853
13,50,120.1416,0.74,0.7394252502421699
18,50,120.182436,0.64,0.6816568047337278
17,50,120.221936,0.66,0.7112096263457884
13,50,120.25488,0.74,0.7906758448060075
10,50,120.28244,0.8,0.8364427860696517
11,50,120.30968,0.78,0.7957654723127036
19,50,120.351444,0.62,0.6354264292408622
16,50,120.390683,0.68,0.7217094017094017
15,50,120.427772,0.7,0.7466091245376079
9,50,120.453963,0.82,0.8281384043465828
16,50,120.491317,0.68,0.6958397534668721
19,50,120.532151,0.62,0.6040314314998292
14,50,120.564539,0.72,0.7096366508688784
13,50,120.598261,0.74,0.7708066581306018
10,50,120.62911,0.8,0.8005058488776478
16,50,120.665037,0.68,0.7443093233551605
11,50,120.694253,0.78,0.7890137328339576
12,50,120.726704,0.76,0.766412213740458
15,50,120.761032,0.7,0.7494145199063232
8,50,120.78523,0.84,0.8704992435703479
15,50,120.820142,0.7,0.7305079262374636
11,50,120.850884,0.78,0.7885225110970197
14,50,120.886862,0.72,0.7084282460136674
11,50,120.915981,0.78,0.7908667830133799
12,50,120.945865,0.76,0.7722980062959076
15,50,120.980776,0.7,0.7062706270627063
16,50,121.022363,0.68,0.6671228190215532
8,50,121.044807,0.84,0.8287714831317632
19,50,121.088992,0.62,0.6471476003622095
15,50,121.127302,0.7,0.744750656167979
11,50,121.155128,0.78,0.8392498325519089
11,50,121.182249,0.78,0.7647814910025706
12,50,121.209993,0.76,0.7953980099502488
8,50,121.235019,0.84,0.8147223955084217
18,50,121.272373,0.64,0.6288
14,50,121.303711,0.72,0.7270009963467287
9,50,121.33181,0.82,0.8483556638246041
14,50,121.36508,0.72,0.6991896272285251
13,50,121.398649,0.74,0.7699061459279443
17,50,121.433544,0.66,0.7031825795644892
9,50,121.460517,0.82,0.844516129032258
17,50,121.501293,0.66,0.6802284082798001
12,50,121.532477,0.76,0.7753993610223642
8,50,121.555895,0.84,0.8654395430022215
14,50,121.587501,0.72,0.7397642679900744
9,50,121.60989,0.82,0.8233259981138007
16,50,121.649539,0.68,0.6617847411444142
12,50,121.67622,0.76,0.7635094110503946
11,50,121.706744,0.78,0.7904
13,50,121.739309,0.74,0.6972650110028293
15,50,121.777873,0.7,0.7346421785940469
16,50,121.815277,0.68,0.7489651094027203
11,50,121.846283,0.78,0.8119180633147114
14,50,121.882183,0.72,0.7372965792095649
14,50,121.916694,0.72,0.7701444622792938
15,50,121.955759,0.7,0.7134680134680135
20,50,121.997025,0.6,0.6300867244829886
12,50,122.027731,0.76,0.7708674304418985
16,50,122.065973,0.68,0.702015196564255
15,50,122.104715,0.7,0.6875
13,50,122.136726,0.74,0.7311719013846674
9,50,122.163839,0.82,0.8707049238398866
19,50,122.202644,0.62,0.6244464127546502
17,50,122.243109,0.66,0.6844660194174758
11,50,122.272827,0.78,0.7796711509715994
14,50,122.307904,0.72,0.7508272667107876
20,50,122.35056,0.6,0.6240554156171285
15,50,122.387371,0.7,0.7322074788902292
15,50,122.425531,0.7,0.7097546379413525
4,50,122.441411,0.92,0.9465116279069767
15,50,122.478795,0.7,0.7063616421184582
9,50,122.503625,0.82,0.8327907664989642
11,50,122.530723,0.78,0.7911532385466035
12,50,122.559761,0.76,0.8137420006736275
11,50,122.590666,0.78,0.7958913187541418
14,50,122.623796,0.72,0.7357396068320979
9,50,122.647126,0.82,0.8485059068797777
12,50,122.676911,0.76,0.7852574890609223
11,50,122.702494,0.78,0.8044762200808206
11,50,122.732832,0.78,0.7855973813420621
14,50,122.764388,0.72,0.7408547008547008
14,50,122.796476,0.72,0.7312871907297213
8,50,122.820972,0.84,0.8505523066926576
10,50,122.848079,0.8,0.816403785488959
11,50,122.877068,0.78,0.8177637252083932
21,50,122.921591,0.58,0.5876288659793815
15,50,122.959141,0.7,0.7852609308885754
15,50,122.99749,0.7,0.7003506534905961
11,50,123.026364,0.78,0.8176100628930818
16,50,123.067691,0.68,0.7064739157762414
14,50,123.099735,0.72,0.751008064516129
17,50,123.141253,0.66,0.670548574931045
13,50,123.176036,0.74,0.7606921318968332
18,50,123.219702,0.64,0.6435301507537688
15,50,123.257447,0.7,0.6846617973959988
19,50,123.3003,0.62,0.594379963347587
17,50,123.339167,0.66,0.6990788126919141
15,50,123.376287,0.7,0.6978908188585607
11,50,123.405712,0.78,0.7999366888255777
10,50,123.432213,0.8,0.8621561808409738
20,50,123.476746,0.6,0.5872902534808997
16,50,123.514067,0.68,0.7177989548109437
9,50,123.5391,0.82,0.8333333333333334
14,50,123.576159,0.72,0.7429731417863835
14,50,123.60818,0.72,0.7347007397444519
13,50,123.642933,0.74,0.7779868297271872
11,50,123.670363,0.78,0.8050640634533252
11,50,123.700472,0.78,0.7781084656084656
15,50,123.735492,0.7,0.7441000852999715
15,50,123.76931,0.7,0.7151937046004843
12,50,123.800602,0.76,0.7797563261480788
13,50,123.834748,0.74,0.747839046199702
15,50,123.869738,0.7,0.735016835016835
23,50,123.921881,0.54,0.5802773497688752
10,50,123.947816,0.8,0.786459981018665
11,50,123.976835,0.78,0.7681650246305419
11,50,124.005708,0.78,0.8016249153689912
12,50,124.037252,0.76,0.8005098789037604
12,50,124.06821,0.76,0.7570659488559892
12,50,124.098631,0.76,0.7659440779139177
19,50,124.141506,0.62,0.6725826193390453
10,50,124.169904,0.8,0.796267971856837
13,50,124.202916,0.74,0.7201834862385321
13,50,124.235192,0.74,0.765033020507473
13,50,124.267977,0.74,0.7538062844185294
15,50,124.302176,0.7,0.7060596924932168
13,50,124.333635,0.74,0.7444585180493983
14,50,124.366986,0.72,0.7379799935463053
13,50,124.399942,0.74,0.7814508723599632
14,50,124.436804,0.72,0.7666666666666667
14,50,124.473257,0.72,0.7512903225806452
11,50,124.503556,0.78,0.7851851851851852
15,50,124.53974,0.7,0.7033434650455928
20,50,124.5837,0.6,0.6440785307156428
10,50,124.611349,0.8,0.852365930599369
12,50,124.64258,0.76,0.7513260530421216
15,50,124.679589,0.7,0.7406188281764319
18,50,124.724922,0.64,0.6792101341281669
12,50,124.759368,0.76,0.821685173089484
9,50,124.786441,0.82,0.8066509711595056
9,50,124.812412,0.82,0.8140670791273201
11,50,124.841947,0.78,0.8051671732522796
15,50,124.876361,0.7,0.7332053742802304
16,50,124.918533,0.68,0.7378548895899054
11,50,124.949595,0.78,0.8014682413022662
12,50,124.97983,0.76,0.7386980108499096
13,50,125.013808,0.74,0.7836127807655805
15,50,125.051934,0.7,0.7195448460508701
14,50,125.085209,0.72,0.7209441290708096
15,50,125.118643,0.7,0.7206194959003948
13,50,125.149828,0.74,0.7470676691729323
17,50,125.190141,0.66,0.6797235023041475
12,50,125.221909,0.76,0.7411151960784313
10,50,125.249269,0.8,0.8310516490354698
16,50,125.287972,0.68,0.6997964721845319
14,50,125.320149,0.72,0.7320754716981132
14,50,125.355026,0.72,0.7374960178400765
18,50,125.398813,0.64,0.6294157608695652
11,50,125.42866,0.78,0.7762711864406779
16,50,125.464289,0.68,0.6917270531400966
10,50,125.494001,0.8,0.8048231511254019
12,50,125.525929,0.76,0.7461459403905447
14,50,125.559693,0.72,0.7438905180840665
12,50,125.589101,0.76,0.8176831235882542
17,50,125.623372,0.66,0.6659959758551308
13,50,125.654731,0.74,0.7288532263457038
11,50,125.685294,0.78,0.7897240723120837
17,50,125.7221,0.66,0.6782814614343707
15,50,125.760093,0.7,0.6997294860234445
22,50,125.810913,0.56,0.5995792426367461
17,50,125.850002,0.66,0.6780376868096166
9,50,125.87766,0.82,0.828125
14,50,125.913244,0.72,0.7251422832273183
15,50,125.952101,0.7,0.699673202614379
16,50,125.986837,0.68,0.7365384615384616
8,50,126.006525,0.84,0.8052827632915679
16,50,126.044015,0.68,0.6926282051282051
14,50,126.078773,0.72,0.7375707992448081
11,50,126.109152,0.78,0.8067166845301893
25,50,126.16592,0.5,0.5406762638098427
16,50,126.200023,0.68,0.6994901210962396
15,50,126.235591,0.7,0.7213060686015831
8,50,126.257873,0.84,0.8548148148148148
14,50,126.290701,0.72,0.7254125412541255
16,50,126.324879,0.68,0.7464424320827943
17,50,126.362844,0.66,0.6483516483516484
9,50,126.386763,0.82,0.8421705426356589
15,50,126.427765,0.7,0.7408335944844876
13,50,126.461572,0.74,0.7364907819453274
12,50,126.493002,0.76,0.7543242450894166
19,50,126.534131,0.62,0.6214090287277702
18,50,126.578986,0.64,0.6572354848216917
9,50,126.605899,0.82,0.8306982872200264
14,50,126.644895,0.72,0.7007031488841333
14,50,126.677823,0.72,0.7327373612823674
18,50,126.721939,0.64,0.6652346331791144
15,50,126.757685,0.7,0.706275884039503
15,50,126.795755,0.7,0.7087348461299348
15,50,126.83277,0.7,0.7287251385718944
18,50,126.872345,0.64,0.6556618327676643
11,50,126.902483,0.78,0.8343232260081276
13,50,126.938066,0.74,0.7689811810512654
14,50,126.976321,0.72,0.7483595800524935
