#{"t_start": 1663577230.7039504, "env_id": "RMSA-v0"}
r,l,t,episode_service_blocking_rate,episode_bit_rate_blocking_rate
49,50,71.678727,0.02,0.029239766081871343
48,50,71.81506,0.04,0.06821378340365682
45,50,71.942859,0.1,0.09918601145613506
50,50,72.062037,0.0,0.0
49,50,72.177106,0.02,0.033468559837728194
49,50,72.305601,0.02,0.029966017917825147
50,50,72.428818,0.0,0.0
50,50,72.541746,0.0,0.0
48,50,72.676783,0.04,0.04888613861386139
45,50,72.809707,0.1,0.13704918032786886
47,50,72.938006,0.06,0.05952380952380952
46,50,73.066648,0.08,0.11118190506530742
48,50,73.194513,0.04,0.05218855218855219
45,50,73.326713,0.1,0.10767204478103391
49,50,73.450924,0.02,0.030149051490514906
46,50,73.577812,0.08,0.08667065152420801
47,50,73.71034,0.06,0.078060522696011
49,50,73.828729,0.02,0.021614319486659914
47,50,73.950223,0.06,0.08390977443609023
44,50,74.072744,0.12,0.14690885914595284
48,50,74.191556,0.04,0.060958421423537704
50,50,74.32362,0.0,0.0
46,50,74.453894,0.08,0.07425742574257425
44,50,74.586367,0.12,0.1482153660012099
44,50,74.719042,0.12,0.14208860759493672
45,50,74.844826,0.1,0.11483253588516747
46,50,74.977876,0.08,0.08884501480750247
42,50,75.113842,0.16,0.1833391425583827
45,50,75.244004,0.1,0.118578352180937
50,50,75.364901,0.0,0.0
48,50,75.484415,0.04,0.05292388108461287
46,50,75.6154,0.08,0.095
46,50,75.748068,0.08,0.09876965140123035
48,50,75.869834,0.04,0.05673758865248227
49,50,75.990586,0.02,0.03216278306531014
50,50,76.119683,0.0,0.0
49,50,76.241169,0.02,0.026279004752585967
48,50,76.372082,0.04,0.04667802385008518
46,50,76.517603,0.08,0.08566483991923854
48,50,76.642307,0.04,0.05007923930269414
47,50,76.770864,0.06,0.06856965560037233
40,50,76.918007,0.2,0.23887343532684283
47,50,77.048535,0.06,0.09019741320626276
42,50,77.182494,0.16,0.19451294697903823
49,50,77.31504,0.02,0.031746031746031744
47,50,77.444223,0.06,0.08366656413411258
48,50,77.569912,0.04,0.06084656084656084
48,50,77.700291,0.04,0.05481198215423837
44,50,77.836451,0.12,0.11954165376277485
47,50,77.959741,0.06,0.07643504531722055
45,50,78.101732,0.1,0.11779066219102838
45,50,78.239955,0.1,0.1348238482384824
48,50,78.365949,0.04,0.06149732620320856
45,50,78.505258,0.1,0.10464767616191904
48,50,78.637412,0.04,0.03329105897273304
45,50,78.769934,0.1,0.11034719834994844
42,50,78.922052,0.16,0.19906635545181728
47,50,79.047993,0.06,0.05660984239305243
44,50,79.185682,0.12,0.138855421686747
47,50,79.316629,0.06,0.07910308315166614
48,50,79.439134,0.04,0.045753588516746414
40,50,79.577796,0.2,0.21519816573861775
45,50,79.710982,0.1,0.1283763277693475
47,50,79.841215,0.06,0.08775981524249422
47,50,79.965504,0.06,0.08684123301292675
49,50,80.083177,0.02,0.025814778960955145
46,50,80.204442,0.08,0.11425812681042806
45,50,80.327092,0.1,0.11806451612903225
44,50,80.475408,0.12,0.11627906976744186
47,50,80.613267,0.06,0.07007518796992482
45,50,80.74143,0.1,0.11546184738955824
46,50,80.862013,0.08,0.11561234029292615
45,50,80.991804,0.1,0.12393297502371167
50,50,81.10693,0.0,0.0
49,50,81.213342,0.02,0.028767123287671233
49,50,81.322012,0.02,0.0277602523659306
42,50,81.443226,0.16,0.16861383012314493
49,50,81.565388,0.02,0.03161114887831407
49,50,81.688272,0.02,0.023624494870997825
48,50,81.81703,0.04,0.04931594018453707
45,50,81.957617,0.1,0.12405778894472362
