#{"t_start": 1663577230.7014184, "env_id": "RMSA-v0"}
r,l,t,episode_service_blocking_rate,episode_bit_rate_blocking_rate
48,50,56.971597,0.04,0.044911147011308564
43,50,57.081326,0.14,0.15768854064642507
46,50,57.198029,0.08,0.09627431585888559
34,50,57.294739,0.32,0.3786535303776683
45,50,57.407897,0.1,0.12164813603662525
45,50,57.510986,0.1,0.10246871829556983
42,50,57.617082,0.16,0.16604593420235877
44,50,57.725898,0.12,0.1522470192601651
40,50,57.823635,0.2,0.21282705807275049
46,50,57.938718,0.08,0.1044776119402985
44,50,58.050056,0.12,0.13895705521472393
42,50,58.152287,0.16,0.2158944658944659
41,50,58.258781,0.18,0.18523316062176165
42,50,58.359874,0.16,0.18508114856429464
42,50,58.468663,0.16,0.1887385970430953
49,50,58.577303,0.02,0.01878980891719745
50,50,58.677261,0.0,0.0
46,50,58.783683,0.08,0.07758346581875994
48,50,58.89274,0.04,0.0507399577167019
44,50,59.004382,0.12,0.12833008447043534
42,50,59.115715,0.16,0.20182841068917018
42,50,59.222456,0.16,0.17425384383479048
47,50,59.339528,0.06,0.051915163026274136
48,50,59.45334,0.04,0.06152805949966193
46,50,59.562872,0.08,0.09545875810936053
46,50,59.680083,0.08,0.10272606382978723
49,50,59.784844,0.02,0.02302732575990175
40,50,59.889867,0.2,0.20080445544554457
40,50,59.994523,0.2,0.2321311475409836
41,50,60.099543,0.18,0.20739348370927319
44,50,60.210863,0.12,0.16979929913985345
44,50,60.321043,0.12,0.14814814814814814
42,50,60.42737,0.16,0.1738557787290089
44,50,60.53455,0.12,0.1348238482384824
41,50,60.638793,0.18,0.21338912133891214
42,50,60.750469,0.16,0.16127922971114167
47,50,60.85756,0.06,0.07801418439716312
41,50,60.961496,0.18,0.2075187969924812
42,50,61.066917,0.16,0.17240280433397068
42,50,61.173343,0.16,0.23150105708245244
44,50,61.285896,0.12,0.14368403132448077
38,50,61.386114,0.24,0.23267326732673269
38,50,61.489469,0.24,0.28735632183908044
41,50,61.594773,0.18,0.20443037974683545
43,50,61.702384,0.14,0.17190704032809295
41,50,61.804825,0.18,0.20895031260282987
42,50,61.915858,0.16,0.2108748692924364
43,50,62.027875,0.14,0.15315024232633279
47,50,62.140723,0.06,0.054767403497195645
44,50,62.238497,0.12,0.14864423391048676
42,50,62.338355,0.16,0.2103125
39,50,62.432522,0.22,0.25803144224196856
46,50,62.539884,0.08,0.09774899784150477
44,50,62.636491,0.12,0.13488677387594356
47,50,62.746952,0.06,0.0740120562625586
43,50,62.847321,0.14,0.16466312552418227
45,50,62.956373,0.1,0.11550255536626916
44,50,63.072694,0.12,0.12662244014998558
45,50,63.180813,0.1,0.11030110935023772
42,50,63.277368,0.16,0.21005274588892336
39,50,63.381806,0.22,0.2301808066759388
45,50,63.49195,0.1,0.1279782164737917
42,50,63.60388,0.16,0.15567200986436497
41,50,63.707601,0.18,0.2222222222222222
43,50,63.823084,0.14,0.14887726853275915
43,50,63.931032,0.14,0.18055555555555555
44,50,64.043247,0.12,0.1383046526449968
37,50,64.143684,0.26,0.26695571384329514
42,50,64.246125,0.16,0.18006042296072508
39,50,64.35496,0.22,0.2230698809887092
41,50,64.463496,0.18,0.18733062330623307
