#{"t_start": 1663589804.9957452, "env_id": "RMSA-v0"}
r,l,t,episode_service_blocking_rate,episode_bit_rate_blocking_rate
45,50,42.097599,0.1,0.13820264948084496
47,50,42.367914,0.06,0.07031756318859365
48,50,42.639864,0.04,0.05460750853242321
39,50,42.883829,0.22,0.2460643394934976
40,50,43.13985,0.2,0.2525839793281654
35,50,43.398221,0.3,0.3404651162790698
40,50,43.638721,0.2,0.2472981563890655
39,50,43.890888,0.22,0.28039867109634553
42,50,44.147505,0.16,0.19921747636126508
41,50,44.402964,0.18,0.19925396331986323
41,50,44.657021,0.18,0.23334320402724312
41,50,44.91391,0.18,0.17217898832684825
41,50,45.173728,0.18,0.16829268292682928
34,50,45.415383,0.32,0.36393939393939395
38,50,45.668343,0.24,0.2830618892508143
41,50,45.929548,0.18,0.23021816997720612
40,50,46.187182,0.2,0.24115252113999375
41,50,46.458817,0.18,0.2051197899573351
41,50,46.714149,0.18,0.2125554418287274
43,50,46.976537,0.14,0.16807995154451846
43,50,47.240347,0.14,0.16972324108036013
37,50,47.486747,0.26,0.263687853996224
42,50,47.736452,0.16,0.21316818774445892
43,50,47.982046,0.14,0.16368206094879045
40,50,48.219776,0.2,0.2272581163612986
47,50,48.491808,0.06,0.07244964262508122
39,50,48.749533,0.22,0.2990455991516437
47,50,49.025976,0.06,0.06885026737967914
43,50,49.288563,0.14,0.17389896373056996
41,50,49.539138,0.18,0.22041192745158317
46,50,49.802556,0.08,0.0944558521560575
38,50,50.053253,0.24,0.2964630225080386
47,50,50.326379,0.06,0.06589147286821706
44,50,50.590264,0.12,0.14629629629629629
38,50,50.841929,0.24,0.31054313099041536
45,50,51.109361,0.1,0.13387423935091278
40,50,51.37154,0.2,0.2380796864794252
44,50,51.627025,0.12,0.13838709677419356
43,50,51.895671,0.14,0.14783458156952134
43,50,52.151976,0.14,0.13738959764474976
39,50,52.401201,0.22,0.24950429610046265
41,50,52.662413,0.18,0.21059876118375775
44,50,52.929618,0.12,0.161823187519119
48,50,53.198609,0.04,0.05700424499696786
43,50,53.450449,0.14,0.1668905305574211
39,50,53.701282,0.22,0.2675056469828977
