#{"t_start": 1663577230.7067392, "env_id": "RMSA-v0"}
r,l,t,episode_service_blocking_rate,episode_bit_rate_blocking_rate
47,50,81.705028,0.06,0.07017001545595054
46,50,81.969675,0.08,0.10453522032807977
47,50,82.215195,0.06,0.07793923381770146
47,50,82.460298,0.06,0.0847247990105133
46,50,82.706003,0.08,0.1148989898989899
49,50,82.936835,0.02,0.033414549251653325
46,50,83.169116,0.08,0.10889470241988228
46,50,83.412941,0.08,0.07896323086196504
47,50,83.643986,0.06,0.06635802469135803
47,50,83.889992,0.06,0.0615748963883955
45,50,84.125874,0.1,0.11984900912236553
42,50,84.359399,0.16,0.21135029354207435
47,50,84.603034,0.06,0.08209437621202327
49,50,84.863319,0.02,0.017434210526315788
49,50,85.114818,0.02,0.027131782945736434
48,50,85.376965,0.04,0.06203792992606879
50,50,85.626284,0.0,0.0
49,50,85.872072,0.02,0.018009768009768008
47,50,86.124361,0.06,0.07723304231027535
46,50,86.379881,0.08,0.10187424425634825
47,50,86.630209,0.06,0.07771858351613914
44,50,86.885743,0.12,0.13531758208039277
41,50,87.134669,0.18,0.19847812301838935
46,50,87.387024,0.08,0.08991825613079019
46,50,87.635662,0.08,0.09066577450652392
50,50,87.874648,0.0,0.0
47,50,88.110809,0.06,0.05492537313432836
44,50,88.35454,0.12,0.15323645970937913
49,50,88.607952,0.02,0.0221606648199446
48,50,88.862929,0.04,0.05320917858330562
48,50,89.133556,0.04,0.053813139650049524
41,50,89.376374,0.18,0.22585978835978837
48,50,89.633577,0.04,0.046969216121866074
42,50,89.883188,0.16,0.22158181235991034
45,50,90.131232,0.1,0.14639788499669532
43,50,90.373845,0.14,0.18940443213296398
49,50,90.620363,0.02,0.01987577639751553
50,50,90.866488,0.0,0.0
47,50,91.113518,0.06,0.0755717600265164
46,50,91.372892,0.08,0.10150375939849623
43,50,91.620047,0.14,0.17164424023629798
47,50,91.893428,0.06,0.08837689133425035
47,50,92.163657,0.06,0.07607361963190185
45,50,92.414145,0.1,0.11855670103092783
47,50,92.656472,0.06,0.052973675658108545
46,50,92.920124,0.08,0.09885568976478068
49,50,93.184382,0.02,0.022690955576861616
39,50,93.431876,0.22,0.29785874081176095
41,50,93.676786,0.18,0.2149951938481256
48,50,93.917888,0.04,0.055075915451027094
46,50,94.169296,0.08,0.10552606931002186
48,50,94.426493,0.04,0.0484196368527236
46,50,94.673426,0.08,0.08985132514544279
41,50,94.937279,0.18,0.19137022397891962
44,50,95.201769,0.12,0.12789559543230017
48,50,95.450918,0.04,0.060481317289423686
48,50,95.712595,0.04,0.053414264036418815
49,50,95.973391,0.02,0.02107728337236534
44,50,96.24359,0.12,0.12814569536423842
40,50,96.482406,0.2,0.2602024159320927
48,50,96.73822,0.04,0.03876232573954437
47,50,96.988817,0.06,0.07788461538461539
48,50,97.252515,0.04,0.04983922829581994
45,50,97.514951,0.1,0.12661157024793387
48,50,97.773035,0.04,0.05888
50,50,98.014039,0.0,0.0
50,50,98.278965,0.0,0.0
43,50,98.520718,0.14,0.1568822553897181
44,50,98.763312,0.12,0.13112667091024824
36,50,99.009084,0.28,0.3211629479377958
47,50,99.269299,0.06,0.08504672897196262
47,50,99.520344,0.06,0.07552083333333333
43,50,99.766243,0.14,0.1525475751995089
46,50,100.029217,0.08,0.09118037135278514
49,50,100.293257,0.02,0.0283179802115319
39,50,100.54113,0.22,0.2727272727272727
48,50,100.801533,0.04,0.05541153596889177
44,50,101.050418,0.12,0.14165859954824137
45,50,101.306171,0.1,0.1322140608604407
46,50,101.545592,0.08,0.10496
47,50,101.791575,0.06,0.08437705998681608
47,50,102.050501,0.06,0.07535641547861507
46,50,102.304675,0.08,0.10030395136778116
46,50,102.562826,0.08,0.09162621359223301
46,50,102.820947,0.08,0.08511326860841424
47,50,103.08689,0.06,0.06272727272727273
43,50,103.340005,0.14,0.15777562237310055
38,50,103.585256,0.24,0.2699443413729128
43,50,103.839312,0.14,0.1574852163087457
47,50,104.096873,0.06,0.07814013561511139
49,50,104.358405,0.02,0.029888712241653417
48,50,104.620638,0.04,0.04529726329034287
42,50,104.872065,0.16,0.20945502298095864
41,50,105.122762,0.18,0.23460898502495842
43,50,105.355446,0.14,0.162754303599374
49,50,105.616801,0.02,0.022698209718670075
49,50,105.871488,0.02,0.03164139749505603
45,50,106.130199,0.1,0.1180064308681672
46,50,106.384448,0.08,0.10803511141120864
44,50,106.637239,0.12,0.16830427892234548
48,50,106.88414,0.04,0.037876225904633076
45,50,107.135706,0.1,0.11064425770308123
47,50,107.393326,0.06,0.08224353385643708
49,50,107.639722,0.02,0.0330745865676679
50,50,107.894622,0.0,0.0
50,50,108.137134,0.0,0.0
48,50,108.389821,0.04,0.05663483701020744
48,50,108.65048,0.04,0.049160671462829736
39,50,108.897464,0.22,0.25025125628140704
50,50,109.165447,0.0,0.0
49,50,109.425087,0.02,0.02574329224075417
50,50,109.666839,0.0,0.0
47,50,109.925083,0.06,0.08048698004734528
46,50,110.190681,0.08,0.1006610576923077
48,50,110.452176,0.04,0.0481283422459893
47,50,110.721662,0.06,0.0697211155378486
49,50,110.977671,0.02,0.02694181713958154
48,50,111.223857,0.04,0.0523145212428662
46,50,111.473558,0.08,0.09807819748177601
43,50,111.719371,0.14,0.17693092888737666
44,50,111.978723,0.12,0.15640547263681592
46,50,112.231739,0.08,0.10116472545757071
47,50,112.481891,0.06,0.08859865866572537
45,50,112.739716,0.1,0.09113924050632911
45,50,112.997153,0.1,0.11065051020408163
43,50,113.243672,0.14,0.14800132144037
49,50,113.506864,0.02,0.009232954545454546
43,50,113.752643,0.14,0.18018018018018017
45,50,114.002564,0.1,0.12056952438654953
49,50,114.273402,0.02,0.028117359413202935
45,50,114.529871,0.1,0.11885749385749386
48,50,114.793558,0.04,0.048763736263736264
44,50,115.041989,0.12,0.14068546158098397
47,50,115.290936,0.06,0.08102409638554217
47,50,115.545089,0.06,0.08050148465852854
48,50,115.804675,0.04,0.05120581433762801
46,50,116.046438,0.08,0.11246105919003116
45,50,116.301218,0.1,0.1443461781427669
48,50,116.548436,0.04,0.05217680292455965
44,50,116.805949,0.12,0.16116377901274925
